name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,hyperlink,planet_type,planet_radius,orbital_radius,orbital_period,eccentricity
47 Ursae Majoris c,45,0.54 Jupiters,5.03352,2001,https://exoplanets.nasa.gov//exoplanet-catalog/6999/47-ursae-majoris-c/
47 Ursae Majoris d,45,1.64 Jupiters,5.03352,2009,https://exoplanets.nasa.gov//exoplanet-catalog/7000/47-ursae-majoris-d/
4 Ursae Majoris b,240,7.1 Jupiters,4.5801,2006,https://exoplanets.nasa.gov//exoplanet-catalog/6985/4-ursae-majoris-b/
51 Eridani b,97,2 Jupiters,5.21149,2015,https://exoplanets.nasa.gov//exoplanet-catalog/7109/51-eridani-b/
51 Pegasi b,50,0.46 Jupiters,5.45309,1995,https://exoplanets.nasa.gov//exoplanet-catalog/7001/51-pegasi-b/
55 Cancri b,41,0.8306 Jupiters,5.95084,1996,https://exoplanets.nasa.gov//exoplanet-catalog/7002/55-cancri-b/
55 Cancri c,41,0.1714 Jupiters,5.95084,2004,https://exoplanets.nasa.gov//exoplanet-catalog/7003/55-cancri-c/
55 Cancri d,41,3.878 Jupiters,5.95084,2002,https://exoplanets.nasa.gov//exoplanet-catalog/7004/55-cancri-d/
55 Cancri e,41,7.99 Earths,5.95084,2004,https://exoplanets.nasa.gov//exoplanet-catalog/7005/55-cancri-e/
8 Ursae Minoris b,530,1.31 Jupiters,6.83295,2015,https://exoplanets.nasa.gov//exoplanet-catalog/7100/8-ursae-minoris-b/
91 Aquarii b,144,3.2 Jupiters,4.23946,2013,https://exoplanets.nasa.gov//exoplanet-catalog/7013/91-aquarii-b/
AB Pictoris b,163,13.5 Jupiters,9.13,2005,https://exoplanets.nasa.gov//exoplanet-catalog/7014/ab-pictoris-b/
Alpha Arietis b,66,1.8 Jupiters,2.00538,2010,https://exoplanets.nasa.gov//exoplanet-catalog/7038/alpha-arietis-b/
Alpha Tauri b,67,6.47 Jupiters,0.872,2015,https://exoplanets.nasa.gov//exoplanet-catalog/7107/alpha-tauri-b/
AU Microscopii b,32,17 Earths,8.81,2020,https://exoplanets.nasa.gov//exoplanet-catalog/7635/au-microscopii-b/
AU Microscopii c,32,13.6 Earths,8.81,2021,https://exoplanets.nasa.gov//exoplanet-catalog/7939/au-microscopii-c/
BD-00 4475 b,139,25.05 Jupiters,9.01,2021,https://exoplanets.nasa.gov//exoplanet-catalog/7871/bd-00-4475-b/
BD+03 2562 b,3492,6.4 Jupiters,9.577,2017,https://exoplanets.nasa.gov//exoplanet-catalog/7176/bd03-2562-b/
BD-06 1339 b,66,8.5 Earths,9.7,2013,https://exoplanets.nasa.gov//exoplanet-catalog/7073/bd-06-1339-b/
8 Ursae Minoris b,530,1.31 Jupiters,6.83295,2015,https://exoplanets.nasa.gov//exoplanet-catalog/7100/8-ursae-minoris-b/
91 Aquarii b,144,3.2 Jupiters,4.23946,2013,https://exoplanets.nasa.gov//exoplanet-catalog/7013/91-aquarii-b/
AB Pictoris b,163,13.5 Jupiters,9.13,2005,https://exoplanets.nasa.gov//exoplanet-catalog/7014/ab-pictoris-b/
Alpha Arietis b,66,1.8 Jupiters,2.00538,2010,https://exoplanets.nasa.gov//exoplanet-catalog/7038/alpha-arietis-b/
Alpha Tauri b,67,6.47 Jupiters,0.872,2015,https://exoplanets.nasa.gov//exoplanet-catalog/7107/alpha-tauri-b/
AU Microscopii b,32,17 Earths,8.81,2020,https://exoplanets.nasa.gov//exoplanet-catalog/7635/au-microscopii-b/
AU Microscopii c,32,13.6 Earths,8.81,2021,https://exoplanets.nasa.gov//exoplanet-catalog/7939/au-microscopii-c/
BD-00 4475 b,139,25.05 Jupiters,9.01,2021,https://exoplanets.nasa.gov//exoplanet-catalog/7871/bd-00-4475-b/
BD+03 2562 b,3492,6.4 Jupiters,9.577,2017,https://exoplanets.nasa.gov//exoplanet-catalog/7176/bd03-2562-b/
BD-06 1339 b,66,8.5 Earths,9.7,2013,https://exoplanets.nasa.gov//exoplanet-catalog/7073/bd-06-1339-b/
47 Ursae Majoris b,45,2.53 Jupiters,5.03352,1996,https://exoplanets.nasa.gov//exoplanet-catalog/6998/47-ursae-majoris-b/
47 Ursae Majoris c,45,0.54 Jupiters,5.03352,2001,https://exoplanets.nasa.gov//exoplanet-catalog/6999/47-ursae-majoris-c/
47 Ursae Majoris d,45,1.64 Jupiters,5.03352,2009,https://exoplanets.nasa.gov//exoplanet-catalog/7000/47-ursae-majoris-d/
4 Ursae Majoris b,240,7.1 Jupiters,4.5801,2006,https://exoplanets.nasa.gov//exoplanet-catalog/6985/4-ursae-majoris-b/
51 Eridani b,97,2 Jupiters,5.21149,2015,https://exoplanets.nasa.gov//exoplanet-catalog/7109/51-eridani-b/
51 Pegasi b,50,0.46 Jupiters,5.45309,1995,https://exoplanets.nasa.gov//exoplanet-catalog/7001/51-pegasi-b/
55 Cancri b,41,0.8306 Jupiters,5.95084,1996,https://exoplanets.nasa.gov//exoplanet-catalog/7002/55-cancri-b/
55 Cancri c,41,0.1714 Jupiters,5.95084,2004,https://exoplanets.nasa.gov//exoplanet-catalog/7003/55-cancri-c/
55 Cancri d,41,3.878 Jupiters,5.95084,2002,https://exoplanets.nasa.gov//exoplanet-catalog/7004/55-cancri-d/
55 Cancri e,41,7.99 Earths,5.95084,2004,https://exoplanets.nasa.gov//exoplanet-catalog/7005/55-cancri-e/
47 Ursae Majoris b,45,2.53 Jupiters,5.03352,1996,https://exoplanets.nasa.gov//exoplanet-catalog/6998/47-ursae-majoris-b/
47 Ursae Majoris c,45,0.54 Jupiters,5.03352,2001,https://exoplanets.nasa.gov//exoplanet-catalog/6999/47-ursae-majoris-c/
47 Ursae Majoris d,45,1.64 Jupiters,5.03352,2009,https://exoplanets.nasa.gov//exoplanet-catalog/7000/47-ursae-majoris-d/
4 Ursae Majoris b,240,7.1 Jupiters,4.5801,2006,https://exoplanets.nasa.gov//exoplanet-catalog/6985/4-ursae-majoris-b/
51 Eridani b,97,2 Jupiters,5.21149,2015,https://exoplanets.nasa.gov//exoplanet-catalog/7109/51-eridani-b/
51 Pegasi b,50,0.46 Jupiters,5.45309,1995,https://exoplanets.nasa.gov//exoplanet-catalog/7001/51-pegasi-b/
55 Cancri b,41,0.8306 Jupiters,5.95084,1996,https://exoplanets.nasa.gov//exoplanet-catalog/7002/55-cancri-b/
55 Cancri c,41,0.1714 Jupiters,5.95084,2004,https://exoplanets.nasa.gov//exoplanet-catalog/7003/55-cancri-c/
55 Cancri d,41,3.878 Jupiters,5.95084,2002,https://exoplanets.nasa.gov//exoplanet-catalog/7004/55-cancri-d/
55 Cancri e,41,7.99 Earths,5.95084,2004,https://exoplanets.nasa.gov//exoplanet-catalog/7005/55-cancri-e/
8 Ursae Minoris b,530,1.31 Jupiters,6.83295,2015,https://exoplanets.nasa.gov//exoplanet-catalog/7100/8-ursae-minoris-b/
91 Aquarii b,144,3.2 Jupiters,4.23946,2013,https://exoplanets.nasa.gov//exoplanet-catalog/7013/91-aquarii-b/
AB Pictoris b,163,13.5 Jupiters,9.13,2005,https://exoplanets.nasa.gov//exoplanet-catalog/7014/ab-pictoris-b/
Alpha Arietis b,66,1.8 Jupiters,2.00538,2010,https://exoplanets.nasa.gov//exoplanet-catalog/7038/alpha-arietis-b/
Alpha Tauri b,67,6.47 Jupiters,0.872,2015,https://exoplanets.nasa.gov//exoplanet-catalog/7107/alpha-tauri-b/
AU Microscopii b,32,17 Earths,8.81,2020,https://exoplanets.nasa.gov//exoplanet-catalog/7635/au-microscopii-b/
AU Microscopii c,32,13.6 Earths,8.81,2021,https://exoplanets.nasa.gov//exoplanet-catalog/7939/au-microscopii-c/
BD-00 4475 b,139,25.05 Jupiters,9.01,2021,https://exoplanets.nasa.gov//exoplanet-catalog/7871/bd-00-4475-b/
BD+03 2562 b,3492,6.4 Jupiters,9.577,2017,https://exoplanets.nasa.gov//exoplanet-catalog/7176/bd03-2562-b/
BD-06 1339 b,66,8.5 Earths,9.7,2013,https://exoplanets.nasa.gov//exoplanet-catalog/7073/bd-06-1339-b/
BD-17 63 b,112,5.1 Jupiters,9.62,2008,https://exoplanets.nasa.gov//exoplanet-catalog/7067/bd-17-63-b/
BD+20 2457 b,5023,55.59 Jupiters,9.743,2009,https://exoplanets.nasa.gov//exoplanet-catalog/7078/bd20-2457-b/
BD+20 2457 c,5023,12.47 Jupiters,9.743,2009,https://exoplanets.nasa.gov//exoplanet-catalog/7079/bd20-2457-c/
BD+20 274 b,4314,4.2 Jupiters,9.367,2012,https://exoplanets.nasa.gov//exoplanet-catalog/7077/bd20-274-b/
BD+20 594 b,585,22.2481 Earths,10.849,2016,https://exoplanets.nasa.gov//exoplanet-catalog/7166/bd20-594-b/
BD+45 564 b,175,1.36 Jupiters,9.67,2021,https://exoplanets.nasa.gov//exoplanet-catalog/7868/bd45-564-b/
BD+48 738 b,2843,0.91 Jupiters,9.139,2011,https://exoplanets.nasa.gov//exoplanet-catalog/6565/bd48-738-b/
BD+48 740 b,2174,1.7 Jupiters,8.69,2018,https://exoplanets.nasa.gov//exoplanet-catalog/7198/bd48-740-b/
BD+49 828 b,1442,1.6 Jupiters,9.381,2015,https://exoplanets.nasa.gov//exoplanet-catalog/6566/bd49-828-b/
BD+55 362 b,171,0.72 Jupiters,9.38,2021,https://exoplanets.nasa.gov//exoplanet-catalog/7873/bd55-362-b/
BD+63 1405 b,124,3.96 Jupiters,8.96,2021,https://exoplanets.nasa.gov//exoplanet-catalog/7869/bd63-1405-b/
Beta Cancri b,290,7.8 Jupiters,3.51012,2014,https://exoplanets.nasa.gov//exoplanet-catalog/7039/beta-cancri-b/
Beta Pictoris b,64,11 Jupiters,3.85,2008,https://exoplanets.nasa.gov//exoplanet-catalog/7040/beta-pictoris-b/
Beta Pictoris c,64,9 Jupiters,3.85,2019,https://exoplanets.nasa.gov//exoplanet-catalog/7461/beta-pictoris-c/
Beta Ursae Minoris b,126,6.1 Jupiters,2.0569,2014,https://exoplanets.nasa.gov//exoplanet-catalog/7041/beta-ursae-minoris-b/
CFBDSIR J145829+101343 b,75,10.5 Jupiters, ,2011,https://exoplanets.nasa.gov//exoplanet-catalog/6567/cfbdsir-j145829101343-b/
CFHTWIR-Oph 98 b, ,7.8 Jupiters, ,2021,https://exoplanets.nasa.gov//exoplanet-catalog/7861/cfhtwir-oph-98-b/
CHXR 73 b,621,12.569 Jupiters,17.2934,2006,https://exoplanets.nasa.gov//exoplanet-catalog/6568/chxr-73-b/
CI Tauri b,515,11.6 Jupiters,13.642,2019,https://exoplanets.nasa.gov//exoplanet-catalog/7422/ci-tauri-b/
COCONUTS-2 b,36,6.3 Jupiters,11.298,2021,https://exoplanets.nasa.gov//exoplanet-catalog/7945/coconuts-2-b/
CoRoT-10 b,1104,2.75 Jupiters,15.293,2010,https://exoplanets.nasa.gov//exoplanet-catalog/1327/corot-10-b/
CoRoT-11 b,2137,2.33 Jupiters,12.897,2010,https://exoplanets.nasa.gov//exoplanet-catalog/4931/corot-11-b/
CoRoT-12 b,3674,0.917 Jupiters,15.588,2010,https://exoplanets.nasa.gov//exoplanet-catalog/1328/corot-12-b/
CoRoT-13 b,3748,1.308 Jupiters,15.005,2010,https://exoplanets.nasa.gov//exoplanet-catalog/1329/corot-13-b/
CoRoT-14 b,5691,7.6 Jupiters,15.932,2010,https://exoplanets.nasa.gov//exoplanet-catalog/1330/corot-14-b/
CoRoT-16 b,2389,0.535 Jupiters,16.052,2011,https://exoplanets.nasa.gov//exoplanet-catalog/1331/corot-16-b/
CoRoT-17 b,3837,2.43 Jupiters,16.29,2011,https://exoplanets.nasa.gov//exoplanet-catalog/4932/corot-17-b/
CoRoT-18 b,2495,3.47 Jupiters,14.868,2011,https://exoplanets.nasa.gov//exoplanet-catalog/1332/corot-18-b/
CoRoT-19 b,2579,1.11 Jupiters,14.135,2011,https://exoplanets.nasa.gov//exoplanet-catalog/1333/corot-19-b/
CoRoT-1 b,2570,1.03 Jupiters,13.623,2008,https://exoplanets.nasa.gov//exoplanet-catalog/1237/corot-1-b/
CoRoT-20 b,2753,4.3 Jupiters,14.63,2011,https://exoplanets.nasa.gov//exoplanet-catalog/4933/corot-20-b/
CoRoT-20 c,2753,17 Jupiters,14.63,2018,https://exoplanets.nasa.gov//exoplanet-catalog/6349/corot-20-c/
CoRoT-21 b,4563,2.26 Jupiters,16.058,2012,https://exoplanets.nasa.gov//exoplanet-catalog/6429/corot-21-b/
CoRoT-22 b,2046,12.2 Earths,13.82,2014,https://exoplanets.nasa.gov//exoplanet-catalog/1334/corot-22-b/
CoRoT-23 b,3461,2.8 Jupiters,15.675,2011,https://exoplanets.nasa.gov//exoplanet-catalog/1335/corot-23-b/
CoRoT-24 b,1930,5.7 Earths,15.383,2014,https://exoplanets.nasa.gov//exoplanet-catalog/4934/corot-24-b/
CoRoT-24 c,1930,28 Earths,15.383,2014,https://exoplanets.nasa.gov//exoplanet-catalog/1336/corot-24-c/
CoRoT-25 b,3600,0.27 Jupiters,14.79,2013,https://exoplanets.nasa.gov//exoplanet-catalog/1337/corot-25-b/
CoRoT-26 b,3409,0.52 Jupiters,15.861,2013,https://exoplanets.nasa.gov//exoplanet-catalog/4935/corot-26-b/
CoRoT-27 b,3296,10.39 Jupiters,15.774,2014,https://exoplanets.nasa.gov//exoplanet-catalog/1338/corot-27-b/
CoRoT-20 b,2753,4.3 Jupiters,14.63,2011,https://exoplanets.nasa.gov//exoplanet-catalog/4933/corot-20-b/
CoRoT-20 c,2753,17 Jupiters,14.63,2018,https://exoplanets.nasa.gov//exoplanet-catalog/6349/corot-20-c/
CoRoT-21 b,4563,2.26 Jupiters,16.058,2012,https://exoplanets.nasa.gov//exoplanet-catalog/6429/corot-21-b/
CoRoT-22 b,2046,12.2 Earths,13.82,2014,https://exoplanets.nasa.gov//exoplanet-catalog/1334/corot-22-b/
CoRoT-23 b,3461,2.8 Jupiters,15.675,2011,https://exoplanets.nasa.gov//exoplanet-catalog/1335/corot-23-b/
CoRoT-24 b,1930,5.7 Earths,15.383,2014,https://exoplanets.nasa.gov//exoplanet-catalog/4934/corot-24-b/
CoRoT-24 c,1930,28 Earths,15.383,2014,https://exoplanets.nasa.gov//exoplanet-catalog/1336/corot-24-c/
CoRoT-25 b,3600,0.27 Jupiters,14.79,2013,https://exoplanets.nasa.gov//exoplanet-catalog/1337/corot-25-b/
CoRoT-26 b,3409,0.52 Jupiters,15.861,2013,https://exoplanets.nasa.gov//exoplanet-catalog/4935/corot-26-b/
CoRoT-27 b,3296,10.39 Jupiters,15.774,2014,https://exoplanets.nasa.gov//exoplanet-catalog/1338/corot-27-b/
CoRoT-20 b,2753,4.3 Jupiters,14.63,2011,https://exoplanets.nasa.gov//exoplanet-catalog/4933/corot-20-b/
CoRoT-20 c,2753,17 Jupiters,14.63,2018,https://exoplanets.nasa.gov//exoplanet-catalog/6349/corot-20-c/
CoRoT-21 b,4563,2.26 Jupiters,16.058,2012,https://exoplanets.nasa.gov//exoplanet-catalog/6429/corot-21-b/
CoRoT-22 b,2046,12.2 Earths,13.82,2014,https://exoplanets.nasa.gov//exoplanet-catalog/1334/corot-22-b/
CoRoT-23 b,3461,2.8 Jupiters,15.675,2011,https://exoplanets.nasa.gov//exoplanet-catalog/1335/corot-23-b/
